"","rid","pid","GNIS_NA","HUC6","STATE","OBSPRED","TAILWAT","ELEV","CANOPY","SLOPE","PRECIP","CUMDRAI","Y_COORD","NLCD11P","BFI","temp","S30_204","S32_208","RepeatID","Yrange","size","F_BFI_H","barrier","length","numSpE","rchChng","NativNt","pNat","pComm","prsGlcE","prsGlcL","pisc","nClnzSp","FHMN","LNDC","CRCH","PKF","SDSH","LNSU","WSU","EB","CMSH","STR","JDT","BRSB","SMB","GSUN","CARP","YP","LL","PTMN","RB","LMB","MWF","NRBDC","LKCH","BRMN","IOWA","BLBH","NP","WSMN","PLMN","SCAT","SHRH","NPDC","WHCR","RKB","GSH","FHCH","SGR","WE","RCSU","PUMP","CCAT","RMCOT","PLSU","WS_PLMN","GE","ONC","SPSH","SPDC","MTSU","RMCT","RSSH","COLCOT","EMSH","HYBOG","BMSH","BHSU","FMSU","FMxWSU","DRUM","SMBUF","BMBUF","ODT","BLCR","FSDC","HHCH","GDF","BG","RDSH","GAM","GZS","TGT","YLBH","STCH","GILA","LING","QBK","SPK","LSCH","WCT","RTCH","SSTRG","LWF","WBS","SFCH","PSTRG","BSU","CIS","PF","GR","SMMN","BHxWSU","KOK","LT","snapdst","PU","rGlac","rPeri","rPela","rMont","ratio","snapdist","upDist","afvArea","locID","netID","netgeom","MOTCOT","pelagics_all","Turnover","geometry"
"352",8982,352,NA,"1.004","Montana",140182,0,744.51,16.9,0.0025,332.2175,7150.69,1959752.8,0.049,64,19.94,20.8,21.48,252,18,223.9342887,0.53081489,0,202.346,4,0,2,0.5,0.25,0.5,NA,0,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006961906485098,"UPMO",NA,0.666666666666667,NA,NA,0.484298263123202,1.16415321826935e-10,649369.86182082,0.0723427901845214,349,6,"SNETWORK (6 8982 649369.86182082 0.484298263123202 352 349)",0,0.999,0.857142857142857,c(-1028523.81899273, 2820321.58107222)
"353",8990,353,"Fourchette Creek","100401","Montana",204227,0,688.36,0,0.00045427,315.174,906.0282,1968098,0.025,29,21.35,22.6,23.91,360,26,6.05994959,0.69236275,0,63.793,7,5,2,0.4,0.571428571428571,0.5,0.001,1,8,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026599028921144,"UPMO",0.333333333333333,0.999,0.001,NA,0.958716477985611,0,442382.029736233,0.00128714955799207,350,6,"SNETWORK (6 8990 442382.029736233 0.958716477985611 353 350)",0,0.75,0.733333333333333,c(-888412.654289227, 2800638.35942081)
"354",9003,354,"Missouri River","1.004","Montana",200902,0,687.57,0,1e-05,357.88,102612.9,1956511,0.6,47,21.9,23.16,24.49,215,22,5852.656018,0.34926697,0,345.39,6,13,12,NA,0.166666666666667,NA,NA,1,18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,0,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027373842739828,"UPMO",0.999,0.999,0.999,NA,0.266354889483922,0,551631.250527886,0.139595994127135,351,6,"SNETWORK (6 9003 551631.250527886 0.266354889483922 354 351)",0,0.999,0.958333333333333,c(-962196.891781953, 2803538.60410041)
"355",9024,355,"Armells Creek","100401","Montana",199604,0,695.6300049,0,0.00465631,360.7169922,1055.5434,1952749.996,0.053,47,21.82,23.08,24.41,341,26,10.60173913,0.71437672,0,94.536,6,2,2,0.833333333333333,0.833333333333333,0.666666666666667,0.999,0,3,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006881785055918,"UPMO",0.999,0.666666666666667,0.999,NA,0.838223622536505,0,547460.37761407,0.00143567616433699,352,6,"SNETWORK (6 9024 547460.37761407 0.838223622536505 355 352)",0,0.999,0.444444444444444,c(-958547.846462326, 2798999.59867837)
"356",9026,356,"Nelson Creek","100401","Montana",202264,0,689.09,0,0.00126613,315.077,315.0198,1961888,0.237,12,20.32,21.54,22.81,378,29,1.3987846,0.78798187,0,44.004,5,4,3,0.999,0.999,0.999,0.999,0,4,1,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011914779689137,"UPMO",0.999,0.999,0.999,NA,0.243753360895794,0,361222.37721399,0.000492094116005325,353,6,"SNETWORK (6 9026 361222.37721399 0.243753360895794 356 353)",0,0.999,0.444444444444444,c(-770344.656899116, 2769970.27102531)
"357",9031,357,"Kill Woman Creek","100401","Montana",204314,0,692.31,0.5454545,0.00578354,329.599,71.5905,1966797,0,28,20.99,22.23,23.53,368,26,0.72721708,0.75606903,0,21.27,2,-2,-2,0.001,0.001,0.001,0.001,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014889834536398,"UPMO",0.001,NA,0.001,NA,0.0826246764982866,0,428058.484530661,0.000102060817952489,354,6,"SNETWORK (6 9031 428058.484530661 0.0826246764982866 357 354)",0,0.001,0.999,c(-874173.66392964, 2796146.72280394)
"358",9161,358,"Big Dry Creek","100401","Montana",191071,0,767.92,0,0.00062036,321.315,1597.684,1931037,0.082,13,20.69,21.92,23.21,346,23,8.29579963,0.74846869,0,191.065,8,4,5,0.5,0.5,0.5,0.5,1,8,1,1,1,0,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017206071775347,"UPMO",0.8,0.999,0.001,NA,0.103009203641787,0,462973.24843027,0.0123251291938776,355,6,"SNETWORK (6 9161 462973.24843027 0.103009203641787 358 355)",0,0.5,0.75,c(-815906.056890793, 2748360.25738456)
"359",9184,359,"Steve Forks","100401","Montana",187395,0,835.98,0,0.00163833,327.156,289.3365,1923726,0.128,20,20.1,21.32,22.59,330,23,1.49695559,0.75092513,0,40.88,9,-3,-2,0.4,0.555555555555556,0.666666666666667,0.001,0,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012936651534853,"UPMO",0.75,NA,0.001,NA,0.95019863532943,0,536094.173727067,0.0123251291938776,356,6,"SNETWORK (6 9184 536094.173727067 0.95019863532943 359 356)",0,0.001,0.5,c(-849851.495837725, 2747577.73250133)
"360",9219,360,"Currant Creek","100402","Montana",111019,0,1222.61,0,0.00605,336.5135,132.56,1827056,0.011,58,17.58,18.39,19.05,400,13,2.01427454,0.66947319,1,24.437,4,-3,-3,0.25,0.25,0.25,NA,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001223739021581,"UPMO",0.25,0.001,NA,NA,0.831388833087047,0,866479.020129059,0.00145819931248259,357,6,"SNETWORK (6 9219 866479.020129059 0.831388833087047 360 357)",0,NA,0.75,c(-1008980.18847897, 2681221.39665462)
"361",9259,361,"Careless Creek","100402","Montana",107244,0,1114.86,5.9,0.0019,321.4651,1511.65,1811310,0.019,62,18.02,18.85,19.51,396,16,28.6215954,0.60912211,0,89.396,10,-7,-6,0.333333333333333,0.3,0.333333333333333,NA,0,0,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00220302875103,"UPMO",0.333333333333333,0.001,0.001,NA,0.0468246031113665,1.16415321826935e-10,876637.083066491,0.0111022285052785,358,6,"SNETWORK (6 9259 876637.083066491 0.0468246031113665 361 358)",0,0.001,0.7,c(-1018464.01067172, 2667474.70219882)
"362",9273,362,"Musselshell River","1.004","Montana",105673,0,1130.98,37.1,0.00147,325.1832,4044.87,1804853,0.093,63,17.47,18.28,18.93,209,29,187.2041079,0.50637401,1,128.81,4,3,3,0.333333333333333,0.5,0.333333333333333,NA,0,5,1,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01391142255819,"UPMO",0.999,0.5,NA,NA,0.300790633378723,0,884906.813713828,0.00852637014618197,359,6,"SNETWORK (6 9273 884906.813713828 0.300790633378723 362 359)",0,NA,0.777777777777778,c(-1028455.42133726, 2662840.36929619)
"363",9278,363,NA,"1.004","Montana",107462,0,1208.8,19.07,0.0034,352.3878,3750.97,1812843.3,0.098,59,18.27,19.1,19.76,233,22,185.7411582,0.50364629,1,128.81,6,-1,-1,0.25,0.5,0.25,NA,1,2,0,1,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051254065043972,"UPMO",0.25,0.5,NA,NA,0.133074986197043,0,924505.440950826,0.00852637014618197,360,6,"SNETWORK (6 9278 924505.440950826 0.133074986197043 363 360)",0,NA,0.625,c(-1047986.10778987, 2674903.64739067)
"364",9316,364,"Musselshell River","1.004","Montana",109356,0,1411.48,23.86,0.0028,343.9418,1401.78,1819571,0.061,65,15.67,16.45,17.08,207,40,71.44652722,0.46527777,0,14.848,5,-1,0,0.666666666666667,0.4,0.666666666666667,NA,1,2,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056331088014561,"UPMO",0.666666666666667,0.999,NA,NA,0.52440900533889,0,1003969.78007447,0.00852637014618197,361,6,"SNETWORK (6 9316 1003969.78007447 0.52440900533889 364 361)",0,NA,0.714285714285714,c(-1091942.00171505, 2690610.70224269)
"365",9337,365,"Fish Creek","100402","Montana",103185,0,1244.9,0,0.00224,353.3499,286.35,1793945,0.028,62,17.03,17.84,18.48,363,26,23.72343863,0.40661537,0,135.557,9,-7,-7,0.222222222222222,0.222222222222222,0.222222222222222,NA,0,0,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045321193959639,"UPMO",0.4,0.5,0.001,NA,0.16560263312611,0,940435.435312638,0.00179425335281093,362,6,"SNETWORK (6 9337 940435.435312638 0.16560263312611 365 362)",0,0.001,0.777777777777778,c(-1049003.7054859, 2655879.40891099)
"366",9373,366,"Musselshell River","1.004","Montana",154441,0,856.38,0.1794872,0.00136849,374.833,12541.67,1850644,0.079,40,22.04,23.31,24.64,208,42,328.0616346,0.55186794,0,231.649,3,2,1,0.5,0.333333333333333,0.5,NA,1,4,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018682827029774,"UPMO",0.999,0.5,NA,NA,0.0405369694904076,1.16415321826935e-10,655684.657820532,0.022881051316754,363,6,"SNETWORK (6 9373 655684.657820532 0.0405369694904076 366 363)",0,0.999,0.857142857142857,c(-905725.341456834, 2684873.21060258)
"367",9421,367,"Musselshell River","1.004","Montana",144337,0,966.13,1.341463,0.00121367,338.304,10442.58,1824889,0.094,56,21.54,22.8,24.11,204,42,313.8399397,0.54053833,1,33.013,8,-3,-2,0.5,0.5,0.6,0.001,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023666046151755,"UPMO",0.001,0.5,0.001,NA,0.645345094550585,0,766366.74213538,0.022881051316754,364,6,"SNETWORK (6 9421 766366.74213538 0.645345094550585 367 364)",0,0.001,0.555555555555556,c(-961343.608683641, 2669770.53002973)
"368",9465,368,"Fords Creek","100402","Montana",176577,0,1001.92,0,0.00394565,363.029,229.9572,1899472,0.052,53,19.31,20.5,21.74,402,15,4.16730614,0.74802111,0,46.473,3,-1,-1,0.666666666666667,0.666666666666667,0.666666666666667,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00186119340725,"UPMO",0.666666666666667,NA,NA,NA,0.978416093845498,0,742959.298942997,0.00426808503111698,365,6,"SNETWORK (6 9465 742959.298942997 0.978416093845498 368 365)",0,NA,0.333333333333333,c(-972050.511439817, 2747497.16860901)
"369",9503,369,"McDonald Creek","100402","Montana",172548,0,970.03,0,0.00200655,363.003,944.226,1889259,0.014,51,20.31,21.53,22.81,401,14,12.19237738,0.70666819,0,114.136,5,-4,-4,0.001,0.001,0.001,NA,0,1,0,0,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025169422155864,"UPMO",0.001,0.001,NA,NA,0.273367163138705,0,707800.549726045,0.00288373957740892,366,6,"SNETWORK (6 9503 707800.549726045 0.273367163138705 369 366)",0,NA,0.999,c(-958940.357826212, 2734745.40419535)
"370",9503,370,"McDonald Creek","100402","Montana",172548,0,970.03,0,0.00200655,363.003,944.226,1889259,0.014,51,20.31,21.53,22.81,438,22,12.19237738,0.70666819,0,114.136,5,-1,-1,0.6,0.6,0.6,NA,0,1,1,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025169422155864,"UPMO",0.6,0.999,NA,NA,0.273367163138705,0,707800.549726045,0.00288373957740892,366,6,"SNETWORK (6 9503 707800.549726045 0.273367163138705 370 366)",0,NA,0.5,c(-958940.357826212, 2734745.40419535)
"371",9530,371,"North Fork McDonald Creek","1.004","Montana",172314,0,1284.14,7.405405,0.01424552,477.775,20.8368,1889402,0,58,16.37,17.47,18.63,236,14,0.43831829,0.7402579,1,20.878,5,-2,-2,0.4,0.4,0.4,NA,0,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006437557958001,"UPMO",0.6,0.999,NA,NA,0.513575714670923,0,792610.297988192,0.00121139360453428,367,6,"SNETWORK (6 9530 792610.297988192 0.513575714670923 371 367)",0,0.001,0.666666666666667,c(-1004732.73232085, 2744163.05366091)
"372",9545,372,"South Fork McDonald Creek","100402","Montana",169454,0,1139.52,2.32,0.00679408,448.258,237.5073,1883071,0,53,18.84,20.02,21.25,391,22,2.57090472,0.57686072,0,60.493,5,0,0,0.999,0.999,0.999,NA,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042405688404297,"UPMO",0.999,0.999,NA,NA,0.0146731663811577,1.16415321826935e-10,774768.281756175,0.00167234597287464,368,6,"SNETWORK (6 9545 774768.281756175 0.0146731663811577 372 368)",0,NA,0.001,c(-984541.326885927, 2733608.94451603)
"373",9561,373,"Sacagawea River","100402","Montana",194513,0,696.5,0.3023256,0.00203186,329.296,942.8265,1940139,0.101,39,21.84,23.1,24.43,387,26,6.03171075,0.69839322,0,155.282,10,-3,-2,0.666666666666667,0.6,0.6,0.5,0,1,1,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039741496330743,"UPMO",0.5,0.5,0.999,NA,0.514062141340402,0,475525.346009785,0.00128424971746662,369,6,"SNETWORK (6 9561 475525.346009785 0.514062141340402 373 369)",0,0.999,0.454545454545455,c(-909577.32779937, 2776274.96836345)
"374",9562,374,"Musselshell River","1.004","Montana",188773,0,685.88,0.5,8.47e-05,306.663,23153.39,1928511,0.062,40,22.6,23.88,25.23,205,11,439.9136445,0.59403885,0,231.649,11,-2,-1,0.444444444444444,0.454545454545455,0.285714285714286,0.999,0,4,0,0,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012461662243033,"UPMO",0.001,0.8,0.999,NA,0.359356705074449,0,475382.300299665,0.0310877420617478,370,6,"SNETWORK (6 9562 475382.300299665 0.359356705074449 374 370)",0,0.666666666666667,0.666666666666667,c(-906553.068756234, 2764035.01364101)
"375",9612,375,"Musselshell River","1.004","Montana",168851,0,771.95,0,0.00169826,327.437,19985.54,1883263,0.068,41,22.11,23.38,24.71,206,11,417.2866939,0.58492172,0,231.649,11,0,1,0.555555555555556,0.454545454545455,0.571428571428571,0.5,1,6,0,0,NA,NA,1,0,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006238464112395,"UPMO",0.333333333333333,0.5,0.999,NA,0.340749684051951,1.16415321826935e-10,583121.096002445,0.0300328759252799,371,6,"SNETWORK (6 9612 583121.096002445 0.340749684051951 375 371)",0,0.999,0.705882352941177,c(-908783.012406316, 2718866.84406118)
"376",9618,376,"Assiniboine Creek","100500","Montana",231781,0,704.4299927,0.25,0.00475273,317.1059961,278.7651,2051662.586,0.079,25,19.28,20.46,21.71,413,13,5.74435084,0.21528637,0,46.189,5,-4,-4,0.001,0.001,0.001,NA,0,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01756215606765,"UPMO",0.166666666666667,0.001,NA,NA,0.952512438438965,0,650642.605153481,0.000619131058016205,372,6,"SNETWORK (6 9618 650642.605153481 0.952512438438965 376 372)",0,NA,0.999,c(-884268.522608231, 2883974.21612498)
