"","GNIS_NAME.x","Month.x","Gear.x","Database.x","Party.x","RepeatID","F_MAUG_HIS.x","GNIS_NAME.y","Month.y","Gear.y","Database.y","Party.y","F_MAUG_HIS.y"
"249","Musselshell River",8,"Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine","Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",206,417.2866939,"Musselshell River",6,"0 | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",417.2866939
"250","Musselshell River",8,"Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine","Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",205,439.9136445,"Musselshell River",6,"Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods | Multiple Methods","Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",439.9136445
"251","Musselshell River",9,"Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) ano","Montana Fish, Wildlife & Parks","Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel | Wiedenheft, Bensel",204,313.8399397,"Musselshell River",10,"Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes | Drift Boat - Boom anodes","Montana Fish, Wildlife & Parks","Olszewski, Radonski, Bailey, Giordano | Olszewski, Radonski, Bailey, Giordano | Olszewski, Radonski, Bailey, Giordano | Olszewski, Radonski, Bailey, Giordano | Olszewski, Radonski, Bailey, Giordano",313.8399397
"252","Muddy Creek",9,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",201,13.55756797,"Muddy Creek",6,"0","Wyoming Game & Fish Dept","0",13.55756797
"253","Muddy Creek",9,"0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept","0 | 0",200,13.82796065,"Muddy Creek",6,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",13.82796065
"254","Muddy Creek",10,"0","WGFD(Gelwicks)","Gelwicks",199,14.88379399,"Muddy Creek",9,"0 | 0 | 0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0 | 0 | 0",15.47846402
"255","Muddy Creek",0,"S","Kirk 2020","Baxter and Simon 1960's",198,2.70733593,"Muddy Creek",0,"E","Kirk 2020","WGFD Report 2019",2.70733593
"256","Muddy Creek",7,"| | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",197,10.62424515,"Muddy Creek",8,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",10.62424515
"257","Madison River",3,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode","Montana Fish, Wildlife & Parks","| | | | | | |",195,1066.586944,"Madison River",3,"Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Drift Boat - Mobile anode | Dr","Montana Fish, Wildlife & Parks","JH, GS, TL | TL, GS, TW | JH, GS, TL | TW, TL, GS | GS, TW, TL | TW, GS, TL | JH, GS, TL | TW, GS, TL | TW, GS, TL | TL, GS, SO",1066.586944
"258","Long Creek",8,"Backpack electrofishing unit | Backpack electrofishing unit | 0","Wyoming Game & Fish Dept","KJ SR CA TM | KJ SR CA TM | 0",194,0.26933286,"Long Creek",4,"Backpack electrofishing unit | Backpack electrofishing unit | 0","Wyoming Game & Fish Dept","Gerrity | Gerrity | 0",0.26933286
"259","Lodgepole Creek",7,"| |","Global Biodiversity Information Facility University of Nebraska State Museum Fish Collection | Global Biodiversity Information Facility University of Nebraska State Museum Fish Collection | Global Biodiversity Information Facility University of Nebraska","Bazata, K. | ID by: Maret, T. | Bazata, K. | ID by: Maret, T. | Bazata, K. | ID by: Maret, T.",193,254.722626,"Lodgepole Creek",8,"| | |","Global Biodiversity Information Facility FHSM Fish Collection | Global Biodiversity Information Facility FHSM Fish Collection | Global Biodiversity Information Facility FHSM Fish Collection | Global Biodiversity Information Facility FHSM Fish Collection","NDEQ | NDEQ | NDEQ | NDEQ",254.8992831
"260","Lone Tree Creek",0,"E","Kirk 2020","USGS DGR",192,1.64211843,"Lone Tree Creek",0,"E","Kirk 2020","USGS DGR",1.64211843
"261","Lone Tree Creek",0,"E","Kirk 2020","Snigg 1999",191,0.64466568,"Lone Tree Creek",0,"E","Kirk 2020","WGFD Report 2018",0.64466568
"262","Lodgepole Creek",4,"0 | 0 | | |","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): George T. Baxter, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): George T. Baxter, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): George T. Baxter, M. Stromberg, USGS Biological Survey Fort Collins | Co",189,9.20326527,"Lodgepole Creek",0,"E/S","Kirk 2020","WGFD 2015 Report",9.20326527
"263","Lodgepole Creek",5,"0 | 0 | 0 | 0 | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): unknown | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",188,8.7866836,"Lodgepole Creek",6,"0","Wyoming Game & Fish Dept","0",8.7866836
"264","Lodgepole Creek",6,"Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",187,6.07179325,"Lodgepole Creek",0,"E/S","Kirk 2020","WGFD 2015 Report",6.07179325
"265","Laramie River",6,"dip net | dip net | dip net | dip net | dip net","Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility Unive","JR Simon | JR Simon | JR Simon | JR Simon | JR Simon",186,97.94913772,"Laramie River",0,"E","Kirk 2020","Kirk/Maitland 2019",94.77377448
"266","Laramie River",9,"0 | | | | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector",185,263.5005477,"Laramie River",8,"Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and","Wyoming Game & Fish Dept","Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogberg | Hogb",263.5005477
"267","Laramie River",0,"0","Kirk 2020","Wesche 1973",184,327.448706,"Laramie River",0,"E","Kirk 2020","Maitland 2016",327.448706
"268","Laramie River",0,"E | E | E | E","Kirk 2020 | Kirk 2020 | Kirk 2020 | Kirk 2020","CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife",183,46.6301443,"Laramie River",0,"E | E | E | E","Kirk 2020 | Kirk 2020 | Kirk 2020 | Kirk 2020","CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife",46.6301443
"269","Laramie River",0,"E | E | E | E","Kirk 2020 | Kirk 2020 | Kirk 2020 | Kirk 2020","CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife",182,47.63749088,"Laramie River",0,"E | E | E | E","Kirk 2020 | Kirk 2020 | Kirk 2020 | Kirk 2020","CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife",46.6301443
"270","Laramie River",0,"E/S","Kirk 2020","Patton 1998",180,194.5867109,"Laramie River",0,"E","Kirk 2020","Kirk 2019",194.5867109
"271","Laramie River",0,"E/S","Kirk 2020","Patton 1998",179,258.4005158,"Laramie River",0,"E","Kirk 2020","Hickerson 2016",259.2196287
"272","Laramie River",0,"E","Kirk 2020","WGFD 1998 Report",178,250.5861079,"Laramie River",0,"E","Kirk 2020","Hickerson 2016",250.5861079
"273","Laramie River",0,"E","Kirk 2020","WGFD 1998 Report",177,250.5861079,"Laramie River",0,"E","Kirk 2020","Hickerson 2016",256.7556411
"274","Laramie River",0,"E | E | E | E","Kirk 2020 | Kirk 2020 | Kirk 2020 | Kirk 2020","CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife",176,18.055353,"Laramie River",0,"E | E | E | E","Kirk 2020 | Kirk 2020 | Kirk 2020 | Kirk 2020","CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife | CO Parks and Wildlife",18.055353
"275","Laramie River",0,"E","Kirk 2020","Lipsey 2001",175,64.53348101,"Laramie River",0,"E","Kirk 2020","Kirk 2018",64.53348101
"276","Lance Creek",5,"Bag seine | Bag seine | Bag seine | Bag seine | Bag seine | Bag seine | Bag seine","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",174,49.52163138,"Lance Creek",9,"NA | NA | NA | NA | NA | NA | NA | NA","Wyoming Game & Fish Dept","SF | SF | SF | SF | SF | SF | SF | SF",49.93169792
"277","Laramie River",0,"S","Kirk 2020","Baxter and Simon 1960's",173,299.2107235,"Laramie River",0,"E","Kirk 2020","Moan et al. 2011",299.2107235
"278","Laramie River",0,"0","Kirk 2020","Wesche 1973",172,375.5941129,"Laramie River",0,"E | E | E","Kirk 2020 | Kirk 2020 | Kirk 2020","WGFD 2013 Report | WGFD 2013 Report | WGFD 2013 Report",375.5941129
"279","Laramie River",0,"S","Kirk 2020","Baxter and Simon 1960's",171,257.084608,"Laramie River",0,"E","Kirk 2020","Moan et al. 2011",257.2065853
"280","La Bonte Creek",0,"E","Kirk 2020","Lipsey 2001",170,4.28948871,"La Bonte Creek",0,"E","Kirk 2020","Hickerson Thesis",4.28948871
"281","Little Snake River",7,"| | | | | |","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s",169,88.20792394,"Little Snake River",9,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",88.20792394
"282","Little Snake River",7,"| | | | | | | | |","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer; M. Stromberg; USGS Biological Survey Fort Collins | Collector(s",168,132.7111122,"Little Snake River",5,"0","Wyoming Game & Fish Dept","0",132.7111122
"283","Little Powder River",0,"Seine","University of Wyoming Powder River dataset","Schoenthal in Elser et al. 1980",167,56.68568746,"Little Powder River",0,"Seine","University of Wyoming Powder River dataset","MFWP",56.68568746
"284","Little Powder River",6,"| | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T.",166,21.05739573,"Little Powder River",7,"Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine","Wyoming Game & Fish Dept","Entered by Mavrakis. Supplied by Peter Wright USGS | Entered by Mavrakis. Supplied by Peter Wright USGS | Entered by Mavrakis. Supplied by Peter Wright USGS | Entered by Mavrakis. Supplied by Peter Wright USGS | Entered by Mavrakis. Supplied by Pete",21.05739573
"285","Little Powder River",6,"| | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T.",165,47.33956798,"Little Powder River",0,"Seine","University of Wyoming Powder River dataset","RivFishTime USGS",47.33956798
"286","Little Powder River",6,"Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofish","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",164,50.82151466,"Little Powder River",0,"Seine","University of Wyoming Powder River dataset","G. Edwards",50.82151466
"287","Little Missouri River",6,"| | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T.",163,29.94519944,"Little Missouri River",9,"Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine","Wyoming Game & Fish Dept","Nikirk | Nikirk | Nikirk | Nikirk | Nikirk | Nikirk | Nikirk",29.81080484
"288","Little Missouri River",6,"Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",162,3.71619721,"Little Missouri River",9,"Bag Seine | Bag Seine | Bag Seine | Bag Seine","Wyoming Game & Fish Dept","Nikirk | Nikirk | Nikirk | Nikirk",3.71619721
"289","Little Missouri River",6,"Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",161,26.07513358,"Little Missouri River",7,"Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | NA | NA | NA | NA | NA | NA | NA | NA","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Wyoming Game & Fish Dept","Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli, Gordon P. Edwards Jr. | Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli, Gordon P. Edwards Jr. | SF | SF | SF | SF | SF | SF | SF | SF",26.22852045
"290","Little Missouri River",7,"| | |","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s",160,11.88304219,"Little Missouri River",7,"NA | NA | NA","Wyoming Game & Fish Dept","SF | SF | SF",11.88304219
"291","Little Muddy Creek",7,"| |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): unknown | Collector(s): unknown | Collector(s): unknown",159,25.5098021,"Little Muddy Creek",6,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",25.7846506
"292","Little Medicine Bow River",0,"S","Kirk 2020","Baxter and Simon 1960's",158,13.57103658,"Little Medicine Bow River",0,"E","Kirk 2020","Kirk 2018",13.57103658
"293","Little Medicine Bow River",7,"| | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector",157,6.17503226,"Little Medicine Bow River",6,"Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): Steve Gale, Judith M. Barkstedt, J. Pope, M. Hendrix | Collector(s): Steve Gale, Judith M. Barkstedt, J. Pope, M. Hendrix | Collector(s): Steve Gale, Judith M. Barkstedt, J. Pope, M. Hendrix | Collector(s): Steve Gale, Judith M. Barkstedt,",6.06760651
"294","Little Beaver Creek",8,"Seine | Seine | Seine | Seine | Seine | Seine | Seine","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",156,11.06784138,"Little Beaver Creek",9,"Unknown | Unknown | Unknown | Unknown","Montana Fish, Wildlife & Parks","Allison Stringer | Allison Stringer | Allison Stringer | Allison Stringer",11.06784138
"295","Little Beaver Creek",8,"Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting","Montana Fish, Wildlife & Parks","Consultant, Personal | Consultant, Personal | Consultant, Personal | Consultant, Personal | Consultant, Personal | Consultant, Personal",155,19.81213466,"Little Beaver Creek",9,"Unknown | Unknown | Unknown | Unknown","Montana Fish, Wildlife & Parks","Allison Stringer | Allison Stringer | Allison Stringer | Allison Stringer",19.81213466
"296","Henrys Fork",8,"| | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",154,151.5130468,"Henrys Fork",10,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",151.5130468
"297","Hams Fork",7,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",153,55.98297679,"Hams Fork",8,"0 | 0","Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished","0 | 0",55.98297679
"298","Hams Fork",7,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",150,54.43352903,"Hams Fork",7,"0 | 0","Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished","0 | 0",54.43352903
"299","Hams Fork",8,"0 | 0","WGFD(Gelwicks) | WGFD(Gelwicks)","Gelwicks | Gelwicks",147,47.7657573,"Hams Fork",8,"0","Wyoming Game & Fish Dept","0",47.37425547
"300","Hams Fork",8,"0","WGFD(Gelwicks)","Gelwicks",146,49.71092166,"Hams Fork",9,"0 | 0","Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished","0 | 0",49.71092166
"301","Hams Fork",9,"0","WGFD(Gelwicks)","Gelwicks",145,50.08609559,"Hams Fork",10,"0","Wyoming Game & Fish Dept","0",50.08609559
"302","Hams Fork",9,"0","WGFD(Gelwicks)","Gelwicks",144,56.03358963,"Hams Fork",8,"0 | 0","Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished","0 | 0",56.03358963
"303","Hams Fork",9,"0","WGFD(Gelwicks)","Gelwicks",143,56.03358963,"Hams Fork",9,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",56.03358963
"304","Hams Fork",9,"0","WGFD(Gelwicks)","Gelwicks",142,46.88175589,"Hams Fork",7,"0 | 0","Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0",46.5118724
"305","Green River",9,"0","WGFD(Gelwicks)","Gelwicks",140,1109.506726,"Green River",10,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",1109.506726
"306","Green River",10,"0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | 0 | Gelwicks",139,1185.26039,"Green River",5,"0 | 0 | 0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | Gelwicks | Gelwicks | Gelwicks",1185.267546
"307","Judith River",8,"Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine","Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",138,189.3639829,"Judith River",3,"0 | Drift Boat - Boom anodes | Drift Boat - Boom anodes","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | C. Smith; D. Miller | C. Smith; D. Miller",189.3639829
"308","Inyan Kara Creek",6,"| | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",137,5.00735527,"Inyan Kara Creek",9,"Bag seine 4' x 15' with 3/16"" mesh | Bag seine 4' x 15' with 3/16"" mesh | Bag seine 4' x 15' with 3/16"" mesh | Bag seine 4' x 15' with 3/16"" mesh | NA | NA | NA | NA","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): Gordon P. Edwards Jr., B. Bradshaw, K. P. McKoy, N. Walruth | Collector(s): Gordon P. Edwards Jr., B. Bradshaw, K. P. McKoy, N. Walruth | Collector(s): Gordon P. Edwards Jr., B. Bradshaw, K. P. McKoy, N. Walruth | Collector(s): Gordon P. Ed",5.00735527
